Age,Sex,Province,Vehicle
59.0,ชาย,หนองคาย,รถยนต์
67.0,ชาย,พิษณุโลก,รถจักรยานยนต์
31.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
35.0,หญิง,สุรินทร์,รถจักรยานยนต์
59.0,ชาย,ร้อยเอ็ด,รถยนต์
70.0,หญิง,เพชรบุรี,รถจักรยานยนต์
23.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
30.0,ชาย,จันทบุรี,รถจักรยานยนต์
70.0,ชาย,อ่างทอง,รถจักรยานยนต์
29.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
54.0,ชาย,พะเยา,รถจักรยานยนต์
40.0,ชาย,ปัตตานี,รถจักรยานยนต์
42.0,ชาย,สุโขทัย,รถจักรยานยนต์
16.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
76.0,ชาย,พิจิตร,รถจักรยานยนต์
13.0,ชาย,ชัยนาท,รถจักรยานยนต์
33.0,ชาย,ลำปาง,รถจักรยานยนต์
55.0,ชาย,อ่างทอง,รถจักรยานยนต์
36.0,ชาย,พะเยา,รถจักรยานยนต์
20.0,ชาย,สมุทรสงคราม,รถจักรยานยนต์
66.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
24.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
30.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
22.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
31.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
29.0,ชาย,ชลบุรี,รถจักรยานยนต์
32.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
59.0,ชาย,เพชรบุรี,รถยนต์
22.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
79.0,หญิง,บึงกาฬ,คนเดินเท้า
20.0,ชาย,พะเยา,รถจักรยานยนต์
47.0,ชาย,สุรินทร์,รถจักรยานยนต์
23.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
46.0,ชาย,ชลบุรี,รถจักรยานยนต์
18.0,หญิง,สุรินทร์,รถจักรยานยนต์
43.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
51.0,หญิง,บึงกาฬ,รถจักรยานยนต์
2.0,หญิง,ลำปาง,รถยนต์
65.0,ชาย,ตราด,รถจักรยานยนต์
51.0,ชาย,เพชรบุรี,รถจักรยานยนต์
24.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
30.0,หญิง,ชลบุรี,รถจักรยานยนต์
54.0,ชาย,นครปฐม,รถจักรยานยนต์
26.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
72.0,ชาย,เพชรบุรี,รถจักรยานยนต์
34.0,หญิง,ชุมพร,รถจักรยานยนต์
67.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
24.0,ชาย,ขอนแก่น,รถจักรยานยนต์
63.0,หญิง,มหาสารคาม,รถจักรยานยนต์
11.0,หญิง,สกลนคร,รถจักรยานยนต์
19.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
50.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
32.0,ชาย,สุรินทร์,รถจักรยานยนต์
29.0,ชาย,นครสวรรค์,รถจักรยานยนต์
35.0,หญิง,จันทบุรี,รถจักรยานยนต์
18.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
21.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
46.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
17.0,ชาย,มหาสารคาม,รถจักรยานยนต์
33.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
77.0,ชาย,ขอนแก่น,รถยนต์
21.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
45.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
52.0,ชาย,ขอนแก่น,รถจักรยานยนต์
44.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
58.0,หญิง,ชลบุรี,รถจักรยานยนต์
24.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
31.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
38.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
70.0,หญิง,สระบุรี,รถยนต์
26.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
55.0,ชาย,เชียงราย,รถยนต์
57.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
26.0,ชาย,นครปฐม,รถจักรยานยนต์
52.0,ชาย,สมุทรสงคราม,รถจักรยานยนต์
26.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
65.0,หญิง,ปราจีนบุรี,รถจักรยานยนต์
19.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
16.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
52.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
63.0,ชาย,ตราด,รถจักรยานยนต์
17.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
17.0,ชาย,ขอนแก่น,รถจักรยานยนต์
37.0,หญิง,นครราชสีมา,รถยนต์
37.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
43.0,ชาย,นครปฐม,รถจักรยานยนต์
33.0,ชาย,ชลบุรี,รถจักรยานยนต์
71.0,ชาย,สมุทรสงคราม,รถยนต์
30.0,ชาย,พิษณุโลก,รถจักรยานยนต์
70.0,ชาย,นครสวรรค์,รถจักรยานยนต์
56.0,หญิง,ประจวบคีรีขันธ์,รถจักรยานยนต์
14.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
15.0,ชาย,จันทบุรี,รถจักรยานยนต์
35.0,หญิง,สมุทรสาคร,รถจักรยานยนต์
24.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
30.0,ชาย,ขอนแก่น,รถจักรยานยนต์
24.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
23.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
44.0,หญิง,ราชบุรี,รถจักรยานยนต์
37.0,ชาย,ชลบุรี,รถจักรยานยนต์
37.0,ชาย,นนทบุรี,รถจักรยานยนต์
19.0,ชาย,สมุทรสงคราม,รถจักรยานยนต์
26.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
19.0,หญิง,หนองคาย,รถจักรยานยนต์
21.0,ชาย,สระบุรี,รถจักรยานยนต์
36.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
20.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
28.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
16.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
40.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
72.0,ชาย,สมุทรสงคราม,รถจักรยานยนต์
33.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
47.0,หญิง,สระบุรี,คนเดินเท้า
45.0,หญิง,ประจวบคีรีขันธ์,รถยนต์
29.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
37.0,หญิง,สมุทรสาคร,รถจักรยานยนต์
71.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
21.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
51.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
44.0,หญิง,ชุมพร,รถจักรยานยนต์
85.0,ชาย,สกลนคร,รถยนต์
59.0,ชาย,ขอนแก่น,รถจักรยานยนต์
18.0,ชาย,เพชรบุรี,รถจักรยานยนต์
38.0,ชาย,สุรินทร์,รถจักรยานยนต์
31.0,ชาย,สระบุรี,รถจักรยานยนต์
31.0,ชาย,ประจวบคีรีขันธ์,รถยนต์
22.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
34.0,หญิง,หนองบัวลำภู,รถจักรยานยนต์
23.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
28.0,ชาย,พิษณุโลก,รถจักรยานยนต์
59.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
34.0,หญิง,ยะลา,รถจักรยานยนต์
24.0,ชาย,นครปฐม,รถจักรยานยนต์
17.0,ชาย,เพชรบุรี,รถจักรยานยนต์
18.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
50.0,ชาย,สุรินทร์,รถยนต์
20.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
24.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
29.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
13.0,ชาย,ขอนแก่น,รถจักรยานยนต์
46.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
13.0,ชาย,เชียงใหม่,รถจักรยานยนต์
46.0,ชาย,ชลบุรี,รถจักรยานยนต์
21.0,ชาย,นครพนม,รถจักรยานยนต์
28.0,ชาย,นนทบุรี,รถจักรยานยนต์
31.0,ชาย,ลพบุรี,รถยนต์
34.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
15.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
16.0,ชาย,นครปฐม,รถจักรยานยนต์
61.0,ชาย,นครปฐม,รถจักรยานยนต์
17.0,ชาย,นนทบุรี,รถจักรยานยนต์
38.0,ชาย,เพชรบุรี,รถจักรยานยนต์
57.0,หญิง,อ่างทอง,รถจักรยานยนต์
21.0,หญิง,สงขลา,รถจักรยานยนต์
37.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
24.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
64.0,หญิง,ขอนแก่น,รถจักรยานยนต์
34.0,ชาย,นครปฐม,รถยนต์
63.0,ชาย,ศรีสะเกษ,รถยนต์
44.0,หญิง,นครปฐม,รถจักรยานยนต์
14.0,ชาย,นนทบุรี,รถจักรยานยนต์
54.0,ชาย,เพชรบุรี,รถจักรยานยนต์
18.0,ชาย,ปัตตานี,รถจักรยานยนต์
59.0,ชาย,ราชบุรี,รถจักรยานยนต์
15.0,หญิง,เชียงราย,รถจักรยานยนต์
40.0,ชาย,นครปฐม,รถยนต์
35.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
31.0,หญิง,ปราจีนบุรี,รถจักรยานยนต์
71.0,หญิง,ราชบุรี,รถจักรยานยนต์
44.0,หญิง,ศรีสะเกษ,รถจักรยานยนต์
80.0,ชาย,มุกดาหาร,รถจักรยานยนต์
68.0,หญิง,เพชรบุรี,รถยนต์
59.0,ชาย,บึงกาฬ,รถจักรยานยนต์
29.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
14.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
63.0,ชาย,ราชบุรี,รถจักรยานยนต์
47.0,หญิง,ปราจีนบุรี,รถจักรยานยนต์
19.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
62.0,ชาย,ชลบุรี,รถจักรยานยนต์
30.0,ชาย,มุกดาหาร,รถจักรยานยนต์
23.0,ชาย,พิษณุโลก,รถจักรยานยนต์
36.0,หญิง,นครราชสีมา,รถจักรยานยนต์
48.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
52.0,ชาย,ขอนแก่น,รถจักรยานยนต์
39.0,ชาย,ราชบุรี,รถจักรยานยนต์
54.0,หญิง,พังงา,รถยนต์
45.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
40.0,ชาย,ยะลา,รถจักรยานยนต์
52.0,ชาย,ราชบุรี,รถจักรยานยนต์
31.0,ชาย,ขอนแก่น,รถยนต์
42.0,ชาย,อุตรดิตถ์,รถจักรยานยนต์
20.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
14.0,ชาย,ราชบุรี,รถจักรยานยนต์
25.0,หญิง,ระยอง,รถจักรยานยนต์
22.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
64.0,ชาย,พะเยา,รถจักรยานยนต์
22.0,ชาย,ชลบุรี,รถจักรยานยนต์
59.0,ชาย,นนทบุรี,รถจักรยานยนต์
51.0,ชาย,นนทบุรี,รถจักรยานยนต์
35.0,ชาย,ยะลา,รถจักรยานยนต์
31.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
25.0,ชาย,ขอนแก่น,รถจักรยานยนต์
46.0,ชาย,อุตรดิตถ์,รถจักรยานยนต์
22.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
25.0,หญิง,ปราจีนบุรี,รถจักรยานยนต์
36.0,ชาย,ขอนแก่น,รถจักรยานยนต์
74.0,ชาย,เชียงราย,รถจักรยานยนต์
27.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
72.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
54.0,ชาย,เชียงใหม่,รถจักรยานยนต์
18.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
26.0,ชาย,พิจิตร,รถจักรยานยนต์
28.0,ชาย,สระบุรี,รถจักรยานยนต์
28.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
15.0,ชาย,ขอนแก่น,รถจักรยานยนต์
21.0,ชาย,ขอนแก่น,รถจักรยานยนต์
22.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
51.0,หญิง,ประจวบคีรีขันธ์,รถยนต์
24.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
13.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
30.0,หญิง,สมุทรสาคร,รถจักรยานยนต์
35.0,ชาย,ภูเก็ต,รถจักรยานยนต์
29.0,ชาย,ขอนแก่น,รถจักรยานยนต์
20.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
59.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
20.0,ชาย,ปทุมธานี,รถจักรยานยนต์
21.0,ชาย,พิจิตร,รถจักรยานยนต์
23.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
44.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
28.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
67.0,หญิง,พิจิตร,รถจักรยานยนต์
38.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
25.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
67.0,ชาย,พิจิตร,รถจักรยานยนต์
20.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
26.0,ชาย,อุทัยธานี,รถยนต์
50.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
32.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
19.0,ชาย,เชียงราย,รถจักรยานยนต์
31.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
9.0,ชาย,ภูเก็ต,รถจักรยานยนต์
56.0,ชาย,นนทบุรี,รถจักรยานยนต์
40.0,หญิง,ประจวบคีรีขันธ์,รถจักรยานยนต์
21.0,หญิง,พระนครศรีอยุธยา,รถจักรยานยนต์
21.0,ชาย,ชลบุรี,รถจักรยานยนต์
46.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
17.0,หญิง,ปทุมธานี,รถจักรยานยนต์
45.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
27.0,ชาย,ชลบุรี,รถจักรยานยนต์
25.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
37.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
50.0,หญิง,ภูเก็ต,รถจักรยานยนต์
37.0,ชาย,ราชบุรี,รถจักรยานยนต์
25.0,ชาย,ชลบุรี,รถจักรยานยนต์
56.0,ชาย,ชลบุรี,รถจักรยานยนต์
20.0,ชาย,นนทบุรี,รถจักรยานยนต์
37.0,ชาย,มหาสารคาม,รถจักรยานยนต์
14.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
31.0,ชาย,แพร่,รถจักรยานยนต์
50.0,ชาย,ภูเก็ต,รถจักรยานยนต์
19.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
26.0,หญิง,ขอนแก่น,รถจักรยานยนต์
32.0,ชาย,ปทุมธานี,รถจักรยานยนต์
38.0,ชาย,นราธิวาส,รถยนต์
55.0,ชาย,ราชบุรี,รถยนต์
27.0,ชาย,ชลบุรี,รถจักรยานยนต์
20.0,ชาย,สมุทรสงคราม,รถจักรยานยนต์
68.0,ชาย,นครพนม,รถจักรยานยนต์
20.0,ชาย,สระบุรี,รถจักรยานยนต์
61.0,ชาย,ราชบุรี,รถจักรยานยนต์
28.0,หญิง,ชลบุรี,รถจักรยานยนต์
33.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
51.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
46.0,หญิง,ขอนแก่น,รถจักรยานยนต์
19.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
48.0,ชาย,ภูเก็ต,รถจักรยานยนต์
69.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
53.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
35.0,หญิง,นครพนม,รถจักรยานยนต์
65.0,ชาย,กาฬสินธุ์,รถยนต์
32.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
17.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
27.0,ชาย,ขอนแก่น,รถจักรยานยนต์
83.0,หญิง,นครพนม,คนเดินเท้า
18.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
36.0,ชาย,ปทุมธานี,รถจักรยานยนต์
22.0,ชาย,สระบุรี,รถจักรยานยนต์
84.0,หญิง,อุทัยธานี,รถยนต์
66.0,หญิง,นครศรีธรรมราช,คนเดินเท้า
18.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
50.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
66.0,ชาย,สมุทรสงคราม,รถจักรยานยนต์
65.0,หญิง,ขอนแก่น,รถยนต์
24.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
46.0,ชาย,มุกดาหาร,รถจักรยานยนต์
23.0,ชาย,เชียงใหม่,รถยนต์
29.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
69.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
29.0,ชาย,แพร่,รถจักรยานยนต์
47.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
42.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
52.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
34.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
68.0,หญิง,ขอนแก่น,รถจักรยานยนต์
38.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
81.0,ชาย,นครนายก,รถยนต์
36.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
25.0,ชาย,ชลบุรี,รถจักรยานยนต์
30.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
20.0,ชาย,เชียงใหม่,รถจักรยานยนต์
67.0,หญิง,ชลบุรี,รถจักรยานยนต์
30.0,หญิง,กำแพงเพชร,รถจักรยานยนต์
57.0,ชาย,นครศรีธรรมราช,คนเดินเท้า
35.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
76.0,ชาย,เพชรบุรี,รถจักรยานยนต์
54.0,หญิง,นครสวรรค์,รถจักรยานยนต์
45.0,ชาย,ขอนแก่น,รถจักรยานยนต์
15.0,ชาย,นครนายก,รถจักรยานยนต์
53.0,ชาย,ประจวบคีรีขันธ์,รถยนต์
19.0,ชาย,ลำพูน,รถจักรยานยนต์
28.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
23.0,หญิง,เชียงใหม่,รถจักรยานยนต์
73.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
22.0,ชาย,ชลบุรี,รถจักรยานยนต์
36.0,ชาย,ชลบุรี,รถจักรยานยนต์
16.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
17.0,ชาย,แพร่,รถจักรยานยนต์
38.0,ชาย,เพชรบุรี,รถจักรยานยนต์
71.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
44.0,ชาย,สุราษฎร์ธานี,รถจักรยานยนต์
26.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
17.0,หญิง,นครราชสีมา,รถจักรยานยนต์
28.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
49.0,ชาย,สระแก้ว,รถจักรยานยนต์
13.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
63.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
53.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
25.0,ชาย,สมุทรปราการ,รถยนต์
50.0,ชาย,เชียงใหม่,รถจักรยานยนต์
17.0,ชาย,ปทุมธานี,รถจักรยานยนต์
61.0,ชาย,เชียงใหม่,รถจักรยานยนต์
23.0,หญิง,เพชรบูรณ์,รถยนต์
60.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
38.0,ชาย,นนทบุรี,รถจักรยานยนต์
55.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
30.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
60.0,ชาย,กาฬสินธุ์,รถยนต์
16.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
24.0,ชาย,เพชรบูรณ์,รถยนต์
30.0,ชาย,พะเยา,รถยนต์
31.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
63.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
55.0,ชาย,ขอนแก่น,รถจักรยานยนต์
45.0,ชาย,เชียงราย,รถจักรยานยนต์
72.0,หญิง,สุพรรณบุรี,รถจักรยานยนต์
27.0,ชาย,เชียงใหม่,รถจักรยานยนต์
63.0,ชาย,สุรินทร์,รถจักรยานยนต์
44.0,ชาย,ระยอง,รถจักรยานยนต์
69.0,หญิง,นครราชสีมา,รถจักรยานยนต์
45.0,ชาย,เชียงราย,รถจักรยานยนต์
55.0,ชาย,ชลบุรี,รถจักรยานยนต์
47.0,ชาย,สกลนคร,รถจักรยานยนต์
27.0,ชาย,ประจวบคีรีขันธ์,รถยนต์
28.0,ชาย,สุราษฎร์ธานี,รถยนต์
54.0,ชาย,นนทบุรี,รถจักรยานยนต์
34.0,ชาย,ขอนแก่น,รถจักรยานยนต์
65.0,ชาย,เชียงราย,รถจักรยานยนต์
46.0,ชาย,เชียงใหม่,รถจักรยานยนต์
34.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
72.0,ชาย,เชียงราย,รถจักรยานยนต์
27.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
33.0,ชาย,สุราษฎร์ธานี,คนเดินเท้า
18.0,ชาย,นนทบุรี,รถจักรยานยนต์
80.0,ชาย,สุรินทร์,คนเดินเท้า
24.0,ชาย,เชียงใหม่,รถจักรยานยนต์
41.0,หญิง,นครสวรรค์,รถจักรยานยนต์
48.0,ชาย,ชลบุรี,รถจักรยานยนต์
20.0,หญิง,ศรีสะเกษ,รถยนต์
19.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
71.0,ชาย,อุดรธานี,รถจักรยานยนต์
59.0,ชาย,นครนายก,รถจักรยานยนต์
24.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
20.0,ชาย,เชียงใหม่,รถจักรยานยนต์
11.0,ชาย,สุรินทร์,รถจักรยานยนต์
37.0,ชาย,เชียงใหม่,รถจักรยานยนต์
19.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
23.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
42.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
23.0,หญิง,สระแก้ว,รถจักรยานยนต์
20.0,ชาย,ขอนแก่น,รถจักรยานยนต์
40.0,ชาย,สุราษฎร์ธานี,รถยนต์
52.0,ชาย,นครศรีธรรมราช,รถยนต์
16.0,ชาย,นครราชสีมา,รถจักรยานยนต์
44.0,ชาย,นครราชสีมา,รถจักรยานยนต์
16.0,หญิง,ชลบุรี,รถจักรยานยนต์
61.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
57.0,ชาย,สกลนคร,รถจักรยานยนต์
49.0,หญิง,เพชรบุรี,รถจักรยานยนต์
82.0,หญิง,ปทุมธานี,รถยนต์
63.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
49.0,ชาย,นครราชสีมา,รถจักรยานยนต์
30.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
36.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
28.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
84.0,หญิง,สุพรรณบุรี,รถจักรยานยนต์
85.0,ชาย,สงขลา,รถจักรยานยนต์
22.0,ชาย,เชียงใหม่,รถจักรยานยนต์
19.0,ชาย,สกลนคร,รถจักรยานยนต์
31.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
55.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
77.0,ชาย,นครศรีธรรมราช,รถจักรยานยนต์
18.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
24.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
18.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
72.0,ชาย,สุพรรณบุรี,รถจักรยานยนต์
19.0,ชาย,สุโขทัย,รถจักรยานยนต์
13.0,ชาย,ชลบุรี,รถจักรยานยนต์
56.0,ชาย,สกลนคร,รถยนต์
30.0,หญิง,สระแก้ว,รถจักรยานยนต์
76.0,หญิง,อุดรธานี,รถจักรยานยนต์
33.0,ชาย,สระแก้ว,รถจักรยานยนต์
21.0,ชาย,สกลนคร,รถจักรยานยนต์
31.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
64.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
20.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
19.0,หญิง,มหาสารคาม,รถจักรยานยนต์
24.0,หญิง,อุดรธานี,รถจักรยานยนต์
16.0,ชาย,นครสวรรค์,รถจักรยานยนต์
20.0,หญิง,อุดรธานี,รถจักรยานยนต์
37.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
46.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
61.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
58.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
24.0,ชาย,อุดรธานี,รถจักรยานยนต์
22.0,หญิง,นนทบุรี,รถจักรยานยนต์
71.0,ชาย,สระแก้ว,รถจักรยานยนต์
39.0,ชาย,อุดรธานี,รถจักรยานยนต์
63.0,ชาย,สระแก้ว,รถจักรยานยนต์
22.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
56.0,หญิง,นครราชสีมา,รถจักรยานยนต์
34.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
18.0,ชาย,ขอนแก่น,รถจักรยานยนต์
34.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
43.0,ชาย,นนทบุรี,รถจักรยานยนต์
17.0,หญิง,สระแก้ว,รถจักรยานยนต์
25.0,ชาย,เชียงใหม่,รถจักรยานยนต์
40.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
14.0,ชาย,นครราชสีมา,รถจักรยานยนต์
66.0,หญิง,กาญจนบุรี,รถจักรยานยนต์
18.0,ชาย,ชลบุรี,รถจักรยานยนต์
43.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
75.0,หญิง,อุดรธานี,รถจักรยานยนต์
76.0,หญิง,อุดรธานี,รถจักรยานยนต์
34.0,ชาย,ระยอง,รถจักรยานยนต์
30.0,ชาย,ราชบุรี,รถจักรยานยนต์
23.0,ชาย,ลำพูน,รถจักรยานยนต์
46.0,ชาย,ศรีสะเกษ,รถยนต์
59.0,ชาย,นครราชสีมา,รถจักรยานยนต์
37.0,ชาย,ลำพูน,รถจักรยานยนต์
32.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
