Age,Sex,Province,Vehicle
66.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
23.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
57.0,ชาย,ลพบุรี,รถจักรยานยนต์
46.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
38.0,หญิง,นครศรีธรรมราช,รถจักรยานยนต์
30.0,ชาย,ชลบุรี,รถจักรยานยนต์
35.0,ชาย,หนองบัวลำภู,รถยนต์
60.0,ชาย,นครสวรรค์,รถจักรยานยนต์
20.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
52.0,ชาย,ปทุมธานี,รถจักรยานยนต์
70.0,ชาย,ลำพูน,รถจักรยานยนต์
23.0,ชาย,ลพบุรี,รถยนต์
36.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
34.0,ชาย,ลพบุรี,รถจักรยานยนต์
27.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
48.0,ชาย,นครนายก,รถจักรยานยนต์
38.0,ชาย,ชลบุรี,รถจักรยานยนต์
23.0,ชาย,เชียงใหม่,รถจักรยานยนต์
39.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
23.0,ชาย,อำนาจเจริญ,รถจักรยานยนต์
25.0,ชาย,ราชบุรี,รถจักรยานยนต์
13.0,ชาย,ชุมพร,รถยนต์
39.0,ชาย,ลพบุรี,รถจักรยานยนต์
36.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
35.0,ชาย,สระบุรี,รถจักรยานยนต์
74.0,ชาย,แพร่,รถจักรยานยนต์
55.0,ชาย,นครนายก,รถจักรยานยนต์
43.0,ชาย,ปทุมธานี,รถจักรยานยนต์
34.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
20.0,ชาย,ลำปาง,รถจักรยานยนต์
15.0,ชาย,ลพบุรี,รถยนต์
24.0,ชาย,ตาก,รถจักรยานยนต์
46.0,ชาย,ลพบุรี,รถจักรยานยนต์
33.0,หญิง,เพชรบูรณ์,รถยนต์
16.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
37.0,ชาย,ชลบุรี,รถจักรยานยนต์
25.0,ชาย,นครสวรรค์,รถจักรยานยนต์
18.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
58.0,ชาย,ลำปาง,รถจักรยานยนต์
29.0,ชาย,ร้อยเอ็ด,รถจักรยานยนต์
21.0,ชาย,สงขลา,รถจักรยานยนต์
73.0,ชาย,นราธิวาส,รถยนต์
58.0,หญิง,ชัยนาท,รถจักรยานยนต์
75.0,ชาย,สกลนคร,รถจักรยานยนต์
43.0,หญิง,พิษณุโลก,รถจักรยานยนต์
46.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
78.0,ชาย,ตรัง,คนเดินเท้า
29.0,ชาย,ลพบุรี,รถจักรยานยนต์
27.0,ชาย,สมุทรสาคร,รถจักรยานยนต์
69.0,ชาย,ลำปาง,รถยนต์
33.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
39.0,ชาย,ราชบุรี,รถจักรยานยนต์
59.0,ชาย,ลพบุรี,รถจักรยานยนต์
19.0,ชาย,สงขลา,รถจักรยานยนต์
17.0,ชาย,นราธิวาส,รถจักรยานยนต์
74.0,หญิง,ศรีสะเกษ,รถจักรยานยนต์
36.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
48.0,ชาย,นครนายก,รถจักรยานยนต์
69.0,ชาย,ชุมพร,รถจักรยานยนต์
15.0,ชาย,ชลบุรี,รถจักรยานยนต์
43.0,ชาย,ปทุมธานี,รถจักรยานยนต์
60.0,ชาย,ปราจีนบุรี,รถจักรยานยนต์
28.0,หญิง,ราชบุรี,รถยนต์
36.0,ชาย,ลพบุรี,รถยนต์
72.0,ชาย,ตาก,รถจักรยานยนต์
50.0,หญิง,กาฬสินธุ์,คนเดินเท้า
26.0,ชาย,ชุมพร,รถจักรยานยนต์
34.0,ชาย,ลพบุรี,รถยนต์
45.0,ชาย,ลำพูน,รถจักรยานยนต์
84.0,ชาย,ลำปาง,รถจักรยานยนต์
77.0,ชาย,บึงกาฬ,รถจักรยานยนต์
54.0,ชาย,ราชบุรี,รถจักรยานยนต์
18.0,ชาย,ลพบุรี,รถจักรยานยนต์
39.0,ชาย,สงขลา,รถจักรยานยนต์
27.0,ชาย,นราธิวาส,รถจักรยานยนต์
47.0,ชาย,พะเยา,รถจักรยานยนต์
64.0,ชาย,นครนายก,รถยนต์
80.0,ชาย,ขอนแก่น,รถจักรยานยนต์
61.0,ชาย,ลำปาง,รถจักรยานยนต์
35.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
13.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
29.0,หญิง,ลพบุรี,รถจักรยานยนต์
48.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
42.0,ชาย,สกลนคร,รถจักรยานยนต์
45.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
52.0,ชาย,กระบี่,รถจักรยานยนต์
80.0,หญิง,สระแก้ว,รถจักรยานยนต์
43.0,ชาย,อุทัยธานี,รถจักรยานยนต์
17.0,ชาย,ชุมพร,รถจักรยานยนต์
62.0,ชาย,ขอนแก่น,รถจักรยานยนต์
17.0,ชาย,ลำปาง,รถจักรยานยนต์
65.0,ชาย,ลพบุรี,รถยนต์
77.0,หญิง,สิงห์บุรี,รถจักรยานยนต์
54.0,ชาย,ชลบุรี,รถจักรยานยนต์
39.0,ชาย,พะเยา,รถยนต์
14.0,ชาย,สระแก้ว,รถจักรยานยนต์
12.0,ชาย,อุทัยธานี,รถจักรยานยนต์
42.0,หญิง,ชุมพร,รถยนต์
50.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
28.0,ชาย,อำนาจเจริญ,รถจักรยานยนต์
20.0,ชาย,หนองบัวลำภู,รถยนต์
19.0,ชาย,สงขลา,รถจักรยานยนต์
53.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
65.0,ชาย,สุรินทร์,รถจักรยานยนต์
13.0,ชาย,พิษณุโลก,รถจักรยานยนต์
31.0,ชาย,ชลบุรี,รถจักรยานยนต์
43.0,ชาย,พังงา,รถยนต์
35.0,ชาย,สระแก้ว,รถจักรยานยนต์
25.0,ชาย,ขอนแก่น,รถจักรยานยนต์
17.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
21.0,ชาย,ราชบุรี,รถจักรยานยนต์
57.0,ชาย,สุโขทัย,รถจักรยานยนต์
83.0,ชาย,สิงห์บุรี,รถจักรยานยนต์
72.0,ชาย,พิจิตร,รถจักรยานยนต์
14.0,ชาย,ราชบุรี,รถจักรยานยนต์
68.0,หญิง,สุโขทัย,รถจักรยานยนต์
43.0,ชาย,สุรินทร์,รถจักรยานยนต์
33.0,ชาย,สกลนคร,รถจักรยานยนต์
35.0,หญิง,พิจิตร,รถยนต์
64.0,ชาย,ชลบุรี,รถจักรยานยนต์
29.0,ชาย,นนทบุรี,รถจักรยานยนต์
28.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
25.0,ชาย,กรุงเทพมหานคร,รถยนต์
49.0,ชาย,ราชบุรี,รถจักรยานยนต์
67.0,ชาย,สุรินทร์,รถจักรยานยนต์
64.0,ชาย,พิจิตร,รถจักรยานยนต์
29.0,ชาย,พังงา,รถจักรยานยนต์
28.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
36.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
12.0,ชาย,ปทุมธานี,รถจักรยานยนต์
47.0,หญิง,บุรีรัมย์,รถจักรยานยนต์
33.0,ชาย,ชัยนาท,รถจักรยานยนต์
34.0,ชาย,สุรินทร์,รถจักรยานยนต์
12.0,ชาย,พิจิตร,รถจักรยานยนต์
35.0,ชาย,ตรัง,รถจักรยานยนต์
53.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
53.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
49.0,ชาย,สงขลา,รถจักรยานยนต์
21.0,ชาย,สุรินทร์,รถจักรยานยนต์
21.0,ชาย,สระบุรี,รถจักรยานยนต์
30.0,ชาย,สกลนคร,รถจักรยานยนต์
53.0,หญิง,ตรัง,คนเดินเท้า
25.0,ชาย,ระยอง,รถยนต์
24.0,ชาย,นนทบุรี,รถจักรยานยนต์
86.0,ชาย,กำแพงเพชร,รถจักรยานยนต์
14.0,ชาย,พะเยา,รถจักรยานยนต์
57.0,ชาย,อุตรดิตถ์,รถจักรยานยนต์
24.0,ชาย,ขอนแก่น,รถจักรยานยนต์
56.0,ชาย,สุรินทร์,รถยนต์
51.0,ชาย,ตรัง,รถจักรยานยนต์
71.0,ชาย,ชลบุรี,คนเดินเท้า
39.0,ชาย,นนทบุรี,รถจักรยานยนต์
36.0,ชาย,ขอนแก่น,รถจักรยานยนต์
23.0,ชาย,สกลนคร,รถจักรยานยนต์
20.0,ชาย,กระบี่,รถจักรยานยนต์
17.0,ชาย,สระแก้ว,รถจักรยานยนต์
27.0,ชาย,สิงห์บุรี,รถจักรยานยนต์
43.0,ชาย,สุโขทัย,รถจักรยานยนต์
62.0,ชาย,ราชบุรี,รถจักรยานยนต์
31.0,ชาย,เชียงราย,รถจักรยานยนต์
44.0,ชาย,ขอนแก่น,รถจักรยานยนต์
57.0,ชาย,กำแพงเพชร,รถยนต์
24.0,ชาย,ประจวบคีรีขันธ์,รถยนต์
53.0,หญิง,บุรีรัมย์,รถยนต์
29.0,ชาย,สกลนคร,รถจักรยานยนต์
22.0,ชาย,สระบุรี,รถจักรยานยนต์
19.0,ชาย,ตรัง,รถจักรยานยนต์
29.0,ชาย,ชลบุรี,รถจักรยานยนต์
50.0,ชาย,พัทลุง,รถยนต์
4.0,ชาย,สุราษฎร์ธานี,รถยนต์
20.0,หญิง,ลำพูน,รถจักรยานยนต์
69.0,หญิง,สระบุรี,รถจักรยานยนต์
65.0,หญิง,อุตรดิตถ์,รถจักรยานยนต์
32.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
47.0,ชาย,สงขลา,รถจักรยานยนต์
18.0,ชาย,ชัยนาท,รถจักรยานยนต์
74.0,ชาย,สุรินทร์,รถจักรยานยนต์
40.0,ชาย,สกลนคร,รถจักรยานยนต์
28.0,ชาย,ราชบุรี,รถจักรยานยนต์
65.0,ชาย,หนองคาย,รถยนต์
62.0,ชาย,สระบุรี,รถจักรยานยนต์
44.0,ชาย,ตรัง,รถจักรยานยนต์
34.0,ชาย,ชลบุรี,รถจักรยานยนต์
21.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
33.0,ชาย,ภูเก็ต,รถจักรยานยนต์
26.0,ชาย,ขอนแก่น,รถจักรยานยนต์
58.0,หญิง,กำแพงเพชร,รถจักรยานยนต์
32.0,ชาย,พิษณุโลก,รถจักรยานยนต์
39.0,ชาย,ตาก,รถจักรยานยนต์
23.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
56.0,หญิง,สุรินทร์,รถจักรยานยนต์
46.0,ชาย,สกลนคร,รถจักรยานยนต์
23.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
35.0,หญิง,ร้อยเอ็ด,รถจักรยานยนต์
38.0,ชาย,สระบุรี,รถจักรยานยนต์
63.0,ชาย,สุรินทร์,รถจักรยานยนต์
51.0,หญิง,สกลนคร,รถจักรยานยนต์
44.0,ชาย,ราชบุรี,รถจักรยานยนต์
30.0,ชาย,สระบุรี,รถจักรยานยนต์
62.0,ชาย,ตรัง,รถจักรยานยนต์
19.0,ชาย,เชียงราย,รถจักรยานยนต์
28.0,ชาย,ระยอง,รถจักรยานยนต์
23.0,ชาย,ตาก,รถจักรยานยนต์
62.0,หญิง,สิงห์บุรี,รถจักรยานยนต์
39.0,ชาย,สระแก้ว,รถยนต์
64.0,หญิง,กาญจนบุรี,รถจักรยานยนต์
28.0,ชาย,สงขลา,รถจักรยานยนต์
22.0,หญิง,พิษณุโลก,รถจักรยานยนต์
18.0,ชาย,สกลนคร,รถจักรยานยนต์
28.0,หญิง,สุรินทร์,รถจักรยานยนต์
60.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
45.0,ชาย,เชียงราย,รถจักรยานยนต์
34.0,ชาย,ระยอง,รถจักรยานยนต์
41.0,ชาย,ตาก,รถจักรยานยนต์
74.0,ชาย,ชัยนาท,รถจักรยานยนต์
76.0,ชาย,พังงา,คนเดินเท้า
18.0,หญิง,อุตรดิตถ์,รถจักรยานยนต์
18.0,หญิง,สระบุรี,รถจักรยานยนต์
31.0,ชาย,สุราษฎร์ธานี,รถยนต์
57.0,ชาย,ปทุมธานี,รถจักรยานยนต์
47.0,ชาย,ระยอง,รถจักรยานยนต์
58.0,ชาย,สุโขทัย,รถจักรยานยนต์
55.0,ชาย,แพร่,รถจักรยานยนต์
42.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
61.0,ชาย,บุรีรัมย์,รถจักรยานยนต์
58.0,ชาย,สงขลา,รถจักรยานยนต์
21.0,ชาย,สระบุรี,รถจักรยานยนต์
28.0,ชาย,สกลนคร,รถจักรยานยนต์
45.0,ชาย,ชลบุรี,รถยนต์
25.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
21.0,หญิง,ปทุมธานี,รถจักรยานยนต์
20.0,ชาย,สงขลา,รถจักรยานยนต์
52.0,ชาย,สุโขทัย,รถจักรยานยนต์
59.0,หญิง,ปัตตานี,รถจักรยานยนต์
51.0,ชาย,ประจวบคีรีขันธ์,รถยนต์
31.0,หญิง,ภูเก็ต,รถจักรยานยนต์
29.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
43.0,ชาย,สุโขทัย,รถจักรยานยนต์
68.0,ชาย,สตูล,รถจักรยานยนต์
52.0,ชาย,สระบุรี,รถจักรยานยนต์
29.0,ชาย,อุดรธานี,รถจักรยานยนต์
60.0,หญิง,ประจวบคีรีขันธ์,รถจักรยานยนต์
53.0,ชาย,ภูเก็ต,รถจักรยานยนต์
15.0,ชาย,ขอนแก่น,คนเดินเท้า
32.0,ชาย,สงขลา,รถจักรยานยนต์
15.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
53.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
40.0,หญิง,สุราษฎร์ธานี,รถยนต์
27.0,ชาย,จันทบุรี,รถจักรยานยนต์
18.0,ชาย,ขอนแก่น,คนเดินเท้า
37.0,หญิง,ประจวบคีรีขันธ์,รถจักรยานยนต์
46.0,ชาย,อ่างทอง,รถจักรยานยนต์
21.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
38.0,ชาย,ตรัง,รถจักรยานยนต์
35.0,ชาย,กาฬสินธุ์,รถยนต์
28.0,ชาย,สระบุรี,รถจักรยานยนต์
53.0,ชาย,สุรินทร์,รถจักรยานยนต์
59.0,ชาย,พัทลุง,รถจักรยานยนต์
66.0,หญิง,ตาก,รถจักรยานยนต์
61.0,ชาย,อ่างทอง,รถจักรยานยนต์
23.0,หญิง,กรุงเทพมหานคร,รถจักรยานยนต์
14.0,ชาย,สระแก้ว,รถจักรยานยนต์
23.0,หญิง,อุดรธานี,รถจักรยานยนต์
20.0,ชาย,ชัยนาท,รถยนต์
29.0,หญิง,บุรีรัมย์,รถยนต์
39.0,ชาย,นครพนม,รถจักรยานยนต์
41.0,ชาย,ภูเก็ต,รถจักรยานยนต์
70.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
51.0,หญิง,ขอนแก่น,รถจักรยานยนต์
41.0,ชาย,สระบุรี,รถจักรยานยนต์
34.0,หญิง,นครราชสีมา,รถจักรยานยนต์
21.0,หญิง,นครพนม,รถยนต์
33.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
32.0,ชาย,น่าน,รถจักรยานยนต์
76.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
44.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
32.0,ชาย,สระแก้ว,รถจักรยานยนต์
72.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
18.0,ชาย,สระบุรี,รถจักรยานยนต์
41.0,ชาย,ปทุมธานี,รถจักรยานยนต์
14.0,ชาย,ชลบุรี,รถจักรยานยนต์
26.0,ชาย,ปทุมธานี,รถจักรยานยนต์
20.0,หญิง,นครปฐม,รถจักรยานยนต์
21.0,ชาย,ตาก,รถจักรยานยนต์
53.0,ชาย,พิษณุโลก,รถจักรยานยนต์
80.0,ชาย,แพร่,รถจักรยานยนต์
23.0,ชาย,สระแก้ว,รถจักรยานยนต์
39.0,ชาย,ชลบุรี,รถยนต์
46.0,ชาย,ปทุมธานี,รถจักรยานยนต์
42.0,ชาย,แพร่,รถจักรยานยนต์
70.0,ชาย,ปทุมธานี,รถจักรยานยนต์
26.0,หญิง,ขอนแก่น,รถจักรยานยนต์
38.0,หญิง,สระบุรี,รถจักรยานยนต์
19.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
57.0,ชาย,แพร่,รถจักรยานยนต์
39.0,ชาย,กรุงเทพมหานคร,รถจักรยานยนต์
68.0,ชาย,สระบุรี,รถจักรยานยนต์
50.0,หญิง,แพร่,รถจักรยานยนต์
21.0,ชาย,สระบุรี,รถจักรยานยนต์
40.0,ชาย,มุกดาหาร,รถจักรยานยนต์
64.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
39.0,ชาย,สระบุรี,รถจักรยานยนต์
77.0,หญิง,ตรัง,รถจักรยานยนต์
22.0,หญิง,สระบุรี,รถจักรยานยนต์
15.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
61.0,ชาย,ยะลา,รถจักรยานยนต์
32.0,ชาย,แพร่,รถจักรยานยนต์
75.0,ชาย,สุรินทร์,รถจักรยานยนต์
62.0,ชาย,ตรัง,รถจักรยานยนต์
41.0,หญิง,ศรีสะเกษ,คนเดินเท้า
35.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
64.0,ชาย,แพร่,รถจักรยานยนต์
56.0,ชาย,สมุทรปราการ,รถยนต์
27.0,ชาย,กาฬสินธุ์,รถจักรยานยนต์
23.0,ชาย,นครพนม,รถจักรยานยนต์
24.0,ชาย,กาญจนบุรี,รถจักรยานยนต์
64.0,ชาย,ชัยนาท,รถจักรยานยนต์
51.0,ชาย,สระบุรี,รถจักรยานยนต์
17.0,หญิง,ศรีสะเกษ,รถจักรยานยนต์
28.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
22.0,ชาย,ปทุมธานี,รถจักรยานยนต์
25.0,ชาย,สระบุรี,รถจักรยานยนต์
42.0,ชาย,แพร่,รถจักรยานยนต์
30.0,ชาย,สกลนคร,รถจักรยานยนต์
71.0,หญิง,ศรีสะเกษ,รถจักรยานยนต์
44.0,ชาย,สิงห์บุรี,รถจักรยานยนต์
23.0,ชาย,สุโขทัย,รถจักรยานยนต์
21.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
34.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
17.0,ชาย,ตรัง,รถจักรยานยนต์
72.0,ชาย,สุพรรณบุรี,รถยนต์
24.0,ชาย,สระบุรี,รถจักรยานยนต์
45.0,ชาย,ปทุมธานี,รถจักรยานยนต์
28.0,ชาย,จันทบุรี,รถจักรยานยนต์
19.0,ชาย,พะเยา,รถจักรยานยนต์
11.0,หญิง,สมุทรปราการ,รถจักรยานยนต์
46.0,ชาย,สระบุรี,คนเดินเท้า
60.0,ชาย,เชียงใหม่,รถยนต์
42.0,ชาย,ปทุมธานี,รถจักรยานยนต์
16.0,ชาย,อุดรธานี,รถจักรยานยนต์
20.0,ชาย,อุดรธานี,รถจักรยานยนต์
34.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
32.0,ชาย,แพร่,รถจักรยานยนต์
17.0,ชาย,สกลนคร,รถจักรยานยนต์
32.0,หญิง,ราชบุรี,รถจักรยานยนต์
10.0,หญิง,ยะลา,รถจักรยานยนต์
59.0,ชาย,ปทุมธานี,รถจักรยานยนต์
18.0,หญิง,อุดรธานี,รถจักรยานยนต์
25.0,ชาย,บึงกาฬ,รถจักรยานยนต์
18.0,ชาย,ลพบุรี,รถจักรยานยนต์
21.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
19.0,หญิง,ขอนแก่น,รถจักรยานยนต์
20.0,หญิง,มุกดาหาร,รถจักรยานยนต์
22.0,หญิง,สระบุรี,รถจักรยานยนต์
42.0,หญิง,ราชบุรี,รถจักรยานยนต์
43.0,หญิง,ชลบุรี,รถจักรยานยนต์
81.0,หญิง,อุดรธานี,รถจักรยานยนต์
15.0,ชาย,สุโขทัย,รถจักรยานยนต์
29.0,ชาย,อุดรธานี,รถยนต์
22.0,ชาย,ชลบุรี,รถจักรยานยนต์
39.0,ชาย,บึงกาฬ,รถจักรยานยนต์
46.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
37.0,ชาย,สุรินทร์,รถจักรยานยนต์
49.0,หญิง,มุกดาหาร,รถจักรยานยนต์
39.0,ชาย,ราชบุรี,รถจักรยานยนต์
71.0,ชาย,ชลบุรี,รถจักรยานยนต์
28.0,ชาย,นนทบุรี,รถจักรยานยนต์
41.0,หญิง,ชลบุรี,รถจักรยานยนต์
36.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
67.0,ชาย,สกลนคร,รถจักรยานยนต์
31.0,ชาย,สระบุรี,รถจักรยานยนต์
15.0,ชาย,ราชบุรี,รถจักรยานยนต์
49.0,ชาย,ชลบุรี,รถจักรยานยนต์
51.0,ชาย,พิจิตร,รถจักรยานยนต์
37.0,ชาย,สมุทรปราการ,รถจักรยานยนต์
15.0,ชาย,ตรัง,รถจักรยานยนต์
38.0,ชาย,เชียงใหม่,รถยนต์
68.0,หญิง,สุพรรณบุรี,รถจักรยานยนต์
56.0,ชาย,นครสวรรค์,รถจักรยานยนต์
49.0,ชาย,พิษณุโลก,รถยนต์
29.0,หญิง,พิจิตร,รถจักรยานยนต์
30.0,ชาย,เชียงราย,รถจักรยานยนต์
58.0,หญิง,สมุทรปราการ,รถยนต์
63.0,ชาย,นครราชสีมา,รถจักรยานยนต์
48.0,ชาย,สระบุรี,รถยนต์
54.0,ชาย,สุรินทร์,รถยนต์
60.0,หญิง,สกลนคร,รถจักรยานยนต์
18.0,ชาย,ชลบุรี,รถจักรยานยนต์
59.0,ชาย,เพชรบุรี,รถจักรยานยนต์
20.0,ชาย,ชลบุรี,รถจักรยานยนต์
19.0,หญิง,ชลบุรี,รถจักรยานยนต์
32.0,ชาย,นครราชสีมา,รถจักรยานยนต์
43.0,ชาย,อุดรธานี,รถจักรยานยนต์
64.0,หญิง,พิษณุโลก,รถจักรยานยนต์
24.0,ชาย,กระบี่,รถจักรยานยนต์
28.0,ชาย,นนทบุรี,รถจักรยานยนต์
19.0,ชาย,น่าน,รถจักรยานยนต์
65.0,ชาย,สกลนคร,รถจักรยานยนต์
76.0,หญิง,พิจิตร,รถจักรยานยนต์
13.0,ชาย,ประจวบคีรีขันธ์,รถจักรยานยนต์
37.0,ชาย,ชลบุรี,รถจักรยานยนต์
23.0,ชาย,ชุมพร,รถจักรยานยนต์
65.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
59.0,หญิง,นครราชสีมา,รถจักรยานยนต์
53.0,หญิง,จันทบุรี,รถจักรยานยนต์
23.0,ชาย,ยโสธร,รถจักรยานยนต์
25.0,ชาย,สกลนคร,รถจักรยานยนต์
28.0,ชาย,ชลบุรี,รถจักรยานยนต์
46.0,หญิง,ชลบุรี,รถจักรยานยนต์
13.0,ชาย,อุดรธานี,รถจักรยานยนต์
55.0,หญิง,อุดรธานี,รถจักรยานยนต์
34.0,ชาย,พะเยา,รถยนต์
63.0,ชาย,สระบุรี,รถจักรยานยนต์
15.0,ชาย,น่าน,รถจักรยานยนต์
46.0,ชาย,ปทุมธานี,รถจักรยานยนต์
25.0,ชาย,ชลบุรี,รถจักรยานยนต์
75.0,ชาย,นราธิวาส,รถจักรยานยนต์
60.0,ชาย,อุดรธานี,รถจักรยานยนต์
24.0,ชาย,พิจิตร,รถจักรยานยนต์
63.0,ชาย,หนองบัวลำภู,รถยนต์
60.0,ชาย,นครราชสีมา,รถจักรยานยนต์
54.0,ชาย,ปทุมธานี,รถจักรยานยนต์
58.0,หญิง,สุราษฎร์ธานี,รถจักรยานยนต์
32.0,ชาย,ชลบุรี,รถจักรยานยนต์
71.0,ชาย,หนองบัวลำภู,รถยนต์
23.0,ชาย,สระบุรี,รถจักรยานยนต์
73.0,ชาย,อำนาจเจริญ,รถจักรยานยนต์
25.0,ชาย,นนทบุรี,รถจักรยานยนต์
23.0,ชาย,สุพรรณบุรี,รถจักรยานยนต์
39.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
50.0,หญิง,จันทบุรี,รถจักรยานยนต์
56.0,ชาย,ชุมพร,รถจักรยานยนต์
18.0,หญิง,ขอนแก่น,รถจักรยานยนต์
2.0,ชาย,สุพรรณบุรี,รถจักรยานยนต์
62.0,ชาย,พัทลุง,รถจักรยานยนต์
44.0,หญิง,เชียงใหม่,รถจักรยานยนต์
51.0,ชาย,นครราชสีมา,รถจักรยานยนต์
47.0,ชาย,อุดรธานี,คนเดินเท้า
28.0,ชาย,ฉะเชิงเทรา,รถจักรยานยนต์
14.0,ชาย,ระนอง,รถจักรยานยนต์
37.0,ชาย,พิษณุโลก,รถจักรยานยนต์
66.0,หญิง,สุพรรณบุรี,รถจักรยานยนต์
25.0,หญิง,ชลบุรี,รถจักรยานยนต์
66.0,ชาย,พระนครศรีอยุธยา,รถจักรยานยนต์
15.0,ชาย,อุดรธานี,รถจักรยานยนต์
19.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
40.0,หญิง,นนทบุรี,รถจักรยานยนต์
32.0,ชาย,สุพรรณบุรี,รถจักรยานยนต์
67.0,หญิง,ชลบุรี,รถจักรยานยนต์
35.0,ชาย,ชลบุรี,รถจักรยานยนต์
77.0,ชาย,ตรัง,รถจักรยานยนต์
69.0,ชาย,เชียงใหม่,รถจักรยานยนต์
25.0,ชาย,นราธิวาส,รถจักรยานยนต์
56.0,หญิง,สงขลา,รถยนต์
67.0,ชาย,นครราชสีมา,รถยนต์
28.0,ชาย,พิษณุโลก,รถจักรยานยนต์
62.0,หญิง,ปัตตานี,รถจักรยานยนต์
15.0,ชาย,ชลบุรี,รถจักรยานยนต์
46.0,ชาย,บึงกาฬ,รถจักรยานยนต์
28.0,ชาย,ชลบุรี,รถจักรยานยนต์
39.0,ชาย,ชลบุรี,รถจักรยานยนต์
25.0,ชาย,เพชรบูรณ์,รถจักรยานยนต์
17.0,ชาย,ชลบุรี,รถจักรยานยนต์
32.0,ชาย,สระบุรี,รถจักรยานยนต์
31.0,ชาย,นครราชสีมา,รถยนต์
34.0,หญิง,ระยอง,รถจักรยานยนต์
25.0,หญิง,ชลบุรี,รถจักรยานยนต์
22.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
27.0,ชาย,สงขลา,รถจักรยานยนต์
73.0,ชาย,อุดรธานี,รถจักรยานยนต์
14.0,หญิง,จันทบุรี,รถจักรยานยนต์
17.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
61.0,ชาย,เชียงราย,รถจักรยานยนต์
31.0,หญิง,อุทัยธานี,รถยนต์
44.0,ชาย,ชลบุรี,รถจักรยานยนต์
64.0,ชาย,เชียงใหม่,รถยนต์
3.0,หญิง,บุรีรัมย์,คนเดินเท้า
60.0,ชาย,หนองบัวลำภู,รถจักรยานยนต์
28.0,ชาย,อุทัยธานี,คนเดินเท้า
55.0,ชาย,ศรีสะเกษ,รถจักรยานยนต์
35.0,ชาย,ยะลา,รถจักรยานยนต์
17.0,ชาย,อุบลราชธานี,รถจักรยานยนต์
32.0,ชาย,นครปฐม,รถจักรยานยนต์
26.0,หญิง,ชลบุรี,รถจักรยานยนต์
